Date,TSLA,CVX,JNJ,AAPL,JPM,AVGO,HD,PG,CRM,PM,PFE,AMZN,NKE,BLK,V
2024-01-02,185.40341186523438,149.92999267578125,1085.3800048828125,795.3643188476562,256.1300048828125,147.86651611328125,343.02838134765625,158.76455688476562,171.02540588378906,106.1706771850586,29.289243698120117,147.80653381347656,95.55999755859375,248.4199981689453,258.38818359375
2024-01-03,184.01519775390625,148.47000122070312,1058.5799560546875,779.31396484375,251.83999633789062,150.68576049804688,336.2489318847656,159.75701904296875,170.27999877929688,103.66960906982422,29.289243698120117,146.91217041015625,95.41999816894531,238.4499969482422,257.4998474121094
2024-01-04,181.6781768798828,144.57000732421875,1049.010009765625,781.1028442382812,251.24000549316406,149.03378295898438,336.57696533203125,159.41958618164062,171.41000366210938,101.93580627441406,28.658733367919922,147.7170867919922,95.66000366210938,237.92999267578125,259.1268005371094
2024-01-05,180.9490966796875,145.24000549316406,1049.280029296875,778.0020751953125,251.1199951171875,148.77658081054688,340.901123046875,159.9158172607422,172.27000427246094,101.71659088134766,29.033098220825195,146.49481201171875,95.30000305175781,237.49000549316406,259.2066650390625
2024-01-08,185.32351684570312,149.10000610351562,1074.8499755859375,792.2734985351562,260.8699951171875,147.8863067626953,345.8614501953125,160.3127899169922,172.02000427246094,103.25110626220703,29.141468048095703,147.75685119628906,96.29000091552734,240.4499969482422,262.0513610839844
2024-01-09,184.904052734375,151.3699951171875,1082.489990234375,789.6199951171875,261.3399963378906,144.1273193359375,344.1318054199219,160.41204833984375,170.66000366210938,102.37423706054688,28.964136123657227,148.36302185058594,95.58999633789062,234.9600067138672,262.8398742675781
2024-01-10,185.9527130126953,153.72999572753906,1080.5699462890625,787.4732666015625,264.1300048828125,142.9402618408203,354.6787109375,160.65023803710938,171.02000427246094,103.40056610107422,28.56021499633789,148.99900817871094,94.47000122070312,233.94000244140625,264.0675964355469
2024-01-11,185.35348510742188,155.17999267578125,1099.97998046875,787.7217407226562,271.3800048828125,143.71185302734375,354.4103088378906,159.93565368652344,170.3000030517578,105.52298736572266,27.978961944580078,149.56541442871094,95.1500015258789,227.22000122070312,263.53857421875
2024-01-12,185.6830596923828,154.6199951171875,1107.6800537109375,794.6685791015625,271.92999267578125,145.6803741455078,353.5951843261719,161.16632080078125,169.0500030517578,104.68597412109375,28.27451515197754,149.6548614501953,95.2699966430664,218.88999938964844,263.6783447265625
2024-01-16,183.39598083496094,153.16000366210938,1114.9599609375,786.4993286132812,269.19000244140625,142.13900756835938,356.29901123046875,159.31040954589844,167.99000549316406,101.35787200927734,27.900148391723633,148.8499298095703,94.51000213623047,219.91000366210938,264.7463073730469
2024-01-17,182.4471893310547,151.7100067138672,1103.6700439453125,782.5736694335938,271.44000244140625,141.57516479492188,353.58526611328125,159.22108459472656,167.08999633789062,100.46107482910156,27.732667922973633,148.99900817871094,93.70999908447266,215.5500030517578,266.1337585449219
2024-01-18,188.38961791992188,153.5,1143.9100341796875,790.3554077148438,274.4599914550781,140.28919982910156,355.77215576171875,159.99520874023438,167.4199981689453,100.58065032958984,27.67355728149414,148.13999938964844,93.19000244140625,211.8800048828125,267.6409606933594
2024-01-19,191.3158721923828,155.33999633789062,1211.199951171875,800.4725952148438,280.8800048828125,140.7046661376953,360.25537109375,160.46165466308594,170.30999755859375,101.41765594482422,27.860742568969727,147.57000732421875,92.31999969482422,212.19000244140625,270.3957824707031
2024-01-22,193.6428985595703,154.77999877929688,1220.5,789.123046875,280.29998779296875,140.95196533203125,354.5693664550781,161.24571228027344,170.11000061035156,100.20199584960938,27.890295028686523,147.86000061035156,92.43000030517578,208.8000030517578,270.69525146484375
2024-01-23,194.93125915527344,156.02000427246094,1226.31005859375,787.6720581054688,276.7699890136719,140.5562744140625,348.6944885253906,158.6057586669922,168.99000549316406,101.5372314453125,28.00851821899414,153.97999572753906,91.80000305175781,209.13999938964844,270.755126953125
2024-01-24,194.2521209716797,156.8699951171875,1253.8699951171875,780.904052734375,276.8800048828125,143.35572814941406,345.2053527832031,157.76217651367188,170.5,100.40129089355469,27.90999984741211,152.1199951171875,90.87999725341797,207.8300018310547,271.1444091796875
